0.35304,0.25,1,0
0.61654,0.25,2,0
0.73117,0.25,3,0
0.80797,0.25,4,0
0.86185,0.25,5,0
0.89657,0.25,6,0
0.92183,0.25,7,0
0.94457,0.25,8,0
0.95831,0.25,9,0
0.97079,0.25,10,0
0.97446,0.25,11,0
0.98275,0.25,12,0
0.98862,0.25,13,0
0.99488,0.25,14,0
0.99487,0.25,15,0
0.99975,0.25,16,0
1,0.25,17,0
0.99926,0.25,18,0
0.99917,0.25,19,0
0.99386,0.25,20,0
0.92687,0.25,40,0
0.76249,0.25,80,0
0.69109,0.25,100,0
0.60978,0.5,1,0
0.79807,0.5,2,0
0.87638,0.5,3,0
0.92054,0.5,4,0
0.95087,0.5,5,0
0.96735,0.5,6,0
0.97743,0.5,7,0
0.98783,0.5,8,0
0.99108,0.5,9,0
0.99444,0.5,10,0
1,0.5,11,0
0.99575,0.5,12,0
0.9948,0.5,13,0
0.99286,0.5,14,0
0.98915,0.5,15,0
0.98792,0.5,16,0
0.98004,0.5,17,0
0.9764,0.5,18,0
0.97485,0.5,19,0
0.96429,0.5,20,0
0.85694,0.5,40,0
0.68055,0.5,80,0
0.61075,0.5,100,0
0.83784,0.75,1,0
0.93527,0.75,2,0
0.97007,0.75,3,0
0.99036,0.75,4,0
0.99985,0.75,5,0
0.99939,0.75,6,0
0.99981,0.75,7,0
1,0.75,8,0
0.99099,0.75,9,0
0.98846,0.75,10,0
0.98227,0.75,11,0
0.97399,0.75,12,0
0.9704,0.75,13,0
0.96036,0.75,14,0
0.95264,0.75,15,0
0.95198,0.75,16,0
0.94082,0.75,17,0
0.93513,0.75,18,0
0.92966,0.75,19,0
0.92107,0.75,20,0
0.79712,0.75,40,0
0.61817,0.75,80,0
0.55753,0.75,100,0
1,1,1,0
0.97616,1,2,0
0.96623,1,3,0
0.9587,1,4,0
0.94839,1,5,0
0.94196,1,6,0
0.93309,1,7,0
0.92356,1,8,0
0.91705,1,9,0
0.90352,1,10,0
0.89818,1,11,0
0.88896,1,12,0
0.88238,1,13,0
0.87515,1,14,0
0.8686,1,15,0
0.86013,1,16,0
0.85371,1,17,0
0.84444,1,18,0
0.83729,1,19,0
0.82946,1,20,0
0.71483,1,40,0
0.55336,1,80,0
0.49803,1,100,0
0.0030922,0.25,1,1
0.31638,0.25,2,1
0.45612,0.25,3,1
0.54483,0.25,4,1
0.62092,0.25,5,1
0.65396,0.25,6,1
0.69846,0.25,7,1
0.73247,0.25,8,1
0.75238,0.25,9,1
0.76943,0.25,10,1
0.78745,0.25,11,1
0.80017,0.25,12,1
0.81946,0.25,13,1
0.8223,0.25,14,1
0.83071,0.25,15,1
0.8414,0.25,16,1
0.84421,0.25,17,1
0.8543,0.25,18,1
0.85557,0.25,19,1
0.85665,0.25,20,1
0.85559,0.25,40,1
0.74514,0.25,80,1
0.68931,0.25,100,1
0.0027354,0.5,1,1
0.27988,0.5,2,1
0.4035,0.5,3,1
0.48197,0.5,4,1
0.54928,0.5,5,1
0.57851,0.5,6,1
0.61788,0.5,7,1
0.64796,0.5,8,1
0.66558,0.5,9,1
0.68066,0.5,10,1
0.6966,0.5,11,1
0.70785,0.5,12,1
0.72491,0.5,13,1
0.72743,0.5,14,1
0.73487,0.5,15,1
0.74432,0.5,16,1
0.74681,0.5,17,1
0.75573,0.5,18,1
0.75686,0.5,19,1
0.75781,0.5,20,1
0.75688,0.5,40,1
0.65917,0.5,80,1
0.60978,0.5,100,1
0.0024876,0.75,1,1
0.25452,0.75,2,1
0.36694,0.75,3,1
0.4383,0.75,4,1
0.49952,0.75,5,1
0.5261,0.75,6,1
0.56189,0.75,7,1
0.58925,0.75,8,1
0.60527,0.75,9,1
0.61899,0.75,10,1
0.63349,0.75,11,1
0.64372,0.75,12,1
0.65923,0.75,13,1
0.66152,0.75,14,1
0.66828,0.75,15,1
0.67688,0.75,16,1
0.67915,0.75,17,1
0.68726,0.75,18,1
0.68828,0.75,19,1
0.68915,0.75,20,1
0.6883,0.75,40,1
0.59945,0.75,80,1
0.55453,0.75,100,1
0.0022287,1,1,1
0.22804,1,2,1
0.32876,1,3,1
0.3927,1,4,1
0.44754,1,5,1
0.47136,1,6,1
0.50343,1,7,1
0.52794,1,8,1
0.5423,1,9,1
0.55459,1,10,1
0.56757,1,11,1
0.57674,1,12,1
0.59064,1,13,1
0.59269,1,14,1
0.59875,1,15,1
0.60646,1,16,1
0.60849,1,17,1
0.61576,1,18,1
0.61667,1,19,1
0.61745,1,20,1
0.61669,1,40,1
0.53708,1,80,1
0.49684,1,100,1
